701295f0,Vasilios Koutsianikoulis,2007-2018,1,GRE,gr,AE Larissa FC!OFI Crete,...
449a3dbc,Fatmir Vata,2002-2010,0,ALB,al,Arminia Bielefeld!Koblen...
503d3259,Xavier Tomas,2009-2018,1,FRA,fr,Hamilton Academical!Tour...
add2c936,Gordan Bunoza,2009-2017,1,BIH,ba,Incheon United FC!Wisła ...
3edb83bf,John Curtis,1997-2011,0,ENG,gb-eng,Nottingham Forest!Portsm...
022873f4,Roly Bonevacia,2010-2018,1,NED,nl,Western Sydney Wanderers ...
3b722e95,Diego Sánchez Carvajal,2011-2017,0,CHI,cl,Unión Española!Unión San...
3c418660,Glen Little,2001-2013,0,ENG,gb-eng,Burnley!Reading!Wrexham...
7777396e,Batuhan Karadeniz,2007-2016,0,TUR,tr,Eskişehirspor!Sivasspor,...
a874a3de,John Murphy,2002-2008,0,ENG,gb-eng,Blackpool!Chester City!...
da5fa30a,Jung In-whan,2007-2014,0,KOR,kr,Incheon United FC!Jeonbu...
9e4b9043,Takashi Kanai,2007-2017,1,JPN,jp,Yokohama F. Marinos!JEF ...
735548f4,Jan-Paul Saeijs,2003-2012,0,NED,nl,Roda JC Kerkrade!ADO Den...
f501b469,Carlos Hernández,2013-2018,1,ESP,es,Oviedo!Sabadell!Lugo
21c0245f,Gennaro Troianiello,2007-2017,0,ITA,it,Frosinone!Sassuolo!Sien...
20d81a02,Josef Schicklgruber,2003-2009,0,AUT,at,FC Pasching!SK Sturm Gra...
761a9b64,Ilya Galiuza,2006-2014,0,UKR,ua,SC Tavriya Simferopol!FC...
8498e43e,Lukas Rotpuller,2011-2017,0,AUT,at,FK Austria Wien!SV Ried
62732adc,Christophe Revault,1999-2010,0,FRA,fr,Toulouse!Le Havre!Rennes
3ce30893,Lucas Zelarayán,2012-2018,1,ARG,ar,UANL!Club Atlético Belgrano
d7f052c3,Jaime,2005-2015,0,ESP,es,Valladolid!Ciudad Murcia...
6ff17fdf,Wang Xinxin,2009-2016,0,CHN,cn,Tianjin Teda FC
44cbc049,Davit Mujiri,2003-2011,0,GEO,ge,SK Sturm Graz!FC Krylia ...
0ce95ada,Steliano Filip,2012-2018,1,ROU,ro,FC Dinamo București!HNK ...
68a424cc,Chung Woon,2012-2017,1,KOR,kr,Jeju United FC!NK Istra ...
262fd319,Daniel Bilos,2001-2008,0,ARG,ar,Club Atlético Banfield!B...
486a070f,Thomas Wils,2011-2018,1,BEL,be,Lierse!Szombathelyi Haladás
bcee97a4,Liam Moore,2011-2018,1,ENG,gb-eng,Reading!Leicester City!...
3e28d14a,António Eduardo Pereira dos Santos,2010-2017,1,BRA,br,Esporte Clube Vitória!St...
d89eb771,Mark Connolly,2009-2018,1,IRL,ie,Crawley Town!Kilmarnock,...
81e3467c,Sanel Kuljić,2005-2012,0,AUT,at,FK Austria Wien!SV Ried,...
6b4899eb,Matt Heath,2001-2014,0,ENG,gb-eng,Colchester United!Leeds ...
94e4c365,Ivo Pękalski,2007-2017,1,SWE,se,Halmstads BK!Malmö FF!L...
fa4e0908,Matthieu Saunier,2010-2018,1,FRA,fr,Granada!Troyes
3deb52b9,Jan Rezek,2009-2018,1,CZE,cz,FK Teplice!FC Viktoria P...
fe11bf8f,Pedrinho,2007-2018,1,POR,pt,Aves!Académica!Lorient,...
15a5e48c,Marcelo dos Santos Ferreira,2012-2018,1,BRA,br,Rio Ave
87e3288a,Nicolas Goussé,1999-2011,0,FRA,fr,Troyes!Mons!Metz!Guing...
2bd30258,Roberto Baggio,1998-2004,0,ITA,it,Brescia!Internazionale
78338347,Mirko Marić,2014-2018,1,CRO,ba,NK Osijek!Videoton FC!N...
f3229025,Paul Rachubka,2000-2017,0,ENG,gb-eng,Blackpool!Huddersfield T...
10ab07ed,Pavel Dvořák,2010-2018,1,CZE,cz,FC Vysočina Jihlava!FC H...
948b6947,Israel Chango,2006-2017,1,ECU,ec,Incheon United FC!LDU Qu...
7c4cc118,Jan Kysela,2009-2017,0,CZE,cz,FK Mladá Boleslav!SK Sla...
f11fe861,Bruno González,2010-2018,1,ESP,es,Getafe!Betis!Tenerife
bca7dcf7,Simon Gillett,2005-2016,0,ENG,gb-eng,Doncaster Rovers!Southam...
ac84dda4,Abdul Jeleel Ajagun,2013-2018,1,NGA,ng,Kortrijk!Panathinaikos F...
4f4321c9,Thomas Stehle,2001-2013,0,GER,de,Alemannia Aachen!Nürnberg
4661fcbc,Ousmane Coulibaly,2009-2018,1,MLI,ml,Panathinaikos FC!Brest!...
ec0e6fbc,Jure Jerbić,2007-2017,0,CRO,hr,NK Zadar!HNK Cibalia
c9b02a0f,Bart Buysse,2006-2016,0,BEL,be,Zulte Waregem!Cercle Bru...
45e527fd,Pavel Košťál,2009-2018,1,CZE,cz,MFK Karviná!FC Zbrojovka...
ccf107d9,Mathías Cardaccio,2006-2017,1,URU,uy,Defensor Sporting!Club N...
fbe1f1d0,Alan Mahon,2001-2010,0,IRL,ie,Burnley!Wigan Athletic!...
e566d2d5,Fábio de Jesus,2002-2009,0,BRA,br,Fluminense FC!Santos FC,...
34740908,Micky Cummins,1999-2014,0,IRL,ie,Port Vale!Gateshead!Dar...
c28c4edf,Leandro,2011-2017,1,BRA,br,Kashima Antlers!Sociedad...
433665fb,Serhiy Serebrennikov,2003-2011,0,UKR,ua,Cercle Brugge!Club Brugg...
fd91428a,Deniz Kadah,2009-2018,1,TUR,de,Antalyaspor!Çaykur Rizes...
d958cde6,Kyle McFadzean,2010-2018,1,ENG,gb-eng,Burton Albion!Crawley To...
d74cafe4,Andy Sinton,1992-2002,0,ENG,gb-eng,Tottenham Hotspur!Sheffi...
d64642d9,Éverton Santos,2007-2017,1,KOR,br,Santa Cruz Futebol Clube,...
461f1dd1,Michaël Murcy,2003-2010,0,FRA,fr,Esbjerg fB!La Louvière!...
0047f0d9,Tayfun Türkmen,2001-2009,0,TUR,tr,Konyaspor!Osmanlıspor!E...
acc5bd59,Stefano Fattori,2000-2008,0,ITA,it,Ternana!Torino!Piacenza...
1f7212d6,Luke Beckett,2001-2009,0,ENG,gb-eng,Huddersfield Town!Stockp...
24dfc64e,Vidak Bratić,2000-2013,0,SCG,rs,FK Spartak Zlatibor Voda,...
c756d718,Johannes Wurtz,2011-2018,1,GER,de,Bochum!Greuther Fürth!S...
05a7266a,Dave Challinor,2001-2008,0,ENG,gb-eng,Bury!Stockport County
757fdda8,Rémi Maréval,2008-2016,0,MTQ,mq,Nantes!Gent!Zulte Wareg...
7a9e2a3e,Marcin Radzewicz,2003-2011,0,POL,pl,Polonia Bytom!Odra Wodzi...
54b4dc4e,Kerem Demirbay,2012-2018,1,GER,de,Hoffenheim!Dortmund II!...
1a9db1c5,Christian Ramsebner,2009-2018,1,AUT,at,LASK Linz!SC Wiener Neus...
7e2615f5,Andrés Franzoia,2006-2016,0,ARG,ar,Club Atlético Huracán!Ro...
1891864b,Adil Chihi,2006-2017,0,MAR,ma,Köln!FSV Frankfurt!Este...
3dffff26,Julian Korb,2013-2018,1,GER,de,Hannover 96!Borussia Mön...
660b6d40,André Moritz,2006-2015,0,BRA,br,Kasımpaşa Spor Kulübü!Me...
d97e4846,Sepp De Roover,2006-2015,0,BEL,be,NAC Breda!Sparta Rotterd...
31aadc26,Gabriel Boștină,2006-2012,0,ROU,ro,FC Dinamo București!FC U...
79968695,Germán Carty,2005-2013,0,PER,pe,Sport Áncash!Atlético Un...
e64f7470,Muhannad Assiri,2010-2018,1,KSA,sa,Al-Ahli SC!Al-Wehda Club...
1f103125,Obaidullah Karimi,2009-2016,0,AFG,af,Rah Ahan Sorinet FC
3159cffc,Tristan Lahaye,2008-2017,0,FRA,fr,Niort!Châteauroux!Kortrijk
88fb629b,Angelo Di Livio,1998-2005,0,ITA,it,Fiorentina!Juventus
d9fd27bf,Kevin van Dessel,2000-2010,0,BEL,be,Roda JC Kerkrade!VVV-Ven...
7773f73b,Petros,2009-2017,1,BRA,br,São Paulo FC!Betis!Spor...
0818fdbe,Gerson,2011-2018,1,BRA,br,Lechia Gdańsk!Gangwon FC...
0d6a7cae,Piotr Giza,2004-2011,0,POL,pl,KS Cracovia!Legia Warsaw
49d03337,Lucas Lima,2013-2017,1,BRA,br,Santos FC!Sport Club do ...
c3bb78dc,Hamilton Piedra,2011-2017,1,ECU,ec,Deportivo Cuenca
29b88d14,Ramón Núñez,2004-2016,0,HON,hn,FC Dallas!Fort Lauderdal...
e97787d9,Oswaldo Alanís,2008-2018,1,MEX,mx,Guadalajara!Santos Lagun...
89cbc961,Ramiro Funes Mori,2012-2018,1,ARG,ar,Everton!Club Atlético Ri...
f1972d2e,Flamur Kastrati,2010-2017,1,NOR,no,Sandefjord Fotball!Strøm...
b813dfd2,Sebastian Schindzielorz,2000-2012,0,GER,de,Bochum!Köln!Levadiakos ...
33c21071,Danilo Moreno Asprilla,2010-2018,1,COL,co,Al-Fayha!PFC Litex Lovec...
7398c290,Alessandro Calori,1998-2004,0,ITA,it,Brescia!Venezia!Perugia...
ce8143d7,Jürgen Macho,2000-2013,0,AUT,at,Kaiserslautern!Panionios...
02d9097d,Juan Samudio,2006-2012,0,PAR,py,Club Libertad!Barcelona ...
d56543a0,Ryan Fraser,2010-2018,1,SCO,gb-sco,Bournemouth!Aberdeen!Ip...
fca860e6,Lassad Nouioui,2008-2015,0,TUN,tn,Deportivo La Coruña!Celt...
ec5c9fad,Toni Huttunen,2003-2009,0,FIN,fi,MYPA
70d90c34,Kristoffer Haraldseid,2011-2017,1,NOR,no,FK Haugesund
c575919f,Dario Đumić,2011-2018,1,BIH,ba,Utrecht!Jong Utrecht!Br...
f042f6d6,David Bartek,2009-2018,1,CZE,cz,Bohemians 1905
8f8a3b65,Pascal Zuberbühler,2000-2008,0,SUI,ch,FC Basel!Neuchâtel Xamax...
864c362f,Danijel Zagorac,2011-2018,1,CRO,hr,GNK Dinamo Zagreb!RNK Sp...
0b582ab9,Scott M. Thomson,2000-2009,0,SCO,gb-sco,Dunfermline Athletic
c7f9899b,Jimmy Walker,2001-2012,0,ENG,gb-eng,Walsall!Colchester Unite...
f9e725f7,Enrique Gámez,2006-2013,0,ECU,ec,Club Social y Deportivo M...
4b0dbeef,Steve Vickers,1995-2004,0,ENG,gb-eng,Middlesbrough!Birmingham...
80a6cb7f,Marcos Gullón,2009-2017,0,ESP,es,Villarreal B!Racing Sant...
8cb2c693,Julen Guerrero,1999-2006,0,ESP,es,Athletic Bilbao
3c743257,Xavier Kouassi,2011-2018,1,CIV,ci,FC Sion!New England Revo...
02afae9d,Niša Saveljić,1999-2007,0,YUG,yu,Sochaux!Istres!Bordeaux...
a47e7ecd,Dmytro Hrechyshkin,2010-2018,1,UKR,ua,FC Zorya Luhansk!FC Shak...
677aa169,Javier Torres Gómez,1999-2005,0,ESP,es,Valladolid
43d8e739,Kostadin Dyakov,2009-2017,0,BUL,bg,PSFC Chernomorets Burgas,...
0ba0af80,Antonio Mršić,2009-2016,0,CRO,hr,NK Zadar!RNK Split
e6bc67d7,Gonçalo Guedes,2014-2018,1,POR,pt,Valencia!Paris Saint-Ger...
5b6cf07c,Nemanja Milić,2006-2018,1,SRB,rs,Red Star Belgrade!OFK Be...
7df6ffdf,Petteri Forsell,2009-2017,1,FIN,fi,Örebro SK!IFK Mariehamn,...
10691ae9,Neil Maddison,1992-2006,0,ENG,gb-eng,Southampton!Darlington!...
4f8fa894,Jami Puustinen,2006-2012,0,FIN,fi,FC Honka!FC Haka
d2a3a78f,Boris Prokopič,2008-2018,1,AUT,at,SC Rheindorf Altach!SK R...
4d3011f9,Giray Kaçar,2008-2015,0,TUR,tr,Trabzonspor!Çaykur Rizes...
1caa93a5,Thomas Kaminski,2008-2018,1,BEL,be,Kortrijk!Beerschot!OH L...
86c0bdbe,Hu Rentian,2009-2017,1,CHN,cn,Tianjin Teda FC
b228ac7e,Kazumasa Uesato,2008-2017,1,JPN,jp,Roasso Kumamoto!Consadol...
372d841e,Óscar Pareja,1998-2005,0,COL,co,FC Dallas!New England Re...
7db2e9db,Ricardo Esteves,2002-2012,0,POR,pt,Marítimo!Reggina!Astera...
904b0bd9,Breno Borges,2007-2017,1,BRA,br,CR Vasco da Gama!São Pau...
861e0116,Kostas Stafylidis,2011-2018,1,GRE,gr,Augsburg!Stoke City!Ful...
affb499c,Arata Sugiyama,2001-2014,0,JPN,jp,Ventforet Kofu!Omiya Ard...
f7e3f3f9,William Arboleda,2007-2017,1,COL,co,América de Cali!Independ...
38652599,Rob Purdie,2006-2014,0,ENG,gb-eng,Hereford United!Darlingt...
13b09154,Markus Kurth,2000-2007,0,GER,de,MSV Duisburg!Köln
f2645092,Darío Carreño,2008-2018,1,MEX,mx,Puebla!Monterrey!Pachuc...
50520f42,Carlos Orrantía,2009-2018,1,MEX,mx,América!UNAM!Puebla!To...
18017beb,Álvaro Giménez,2007-2018,1,ESP,es,Alcorcón!Elche!Mallorca
01699656,Oscar Benítez,2011-2018,1,ARG,ar,Boca Juniors!Club Atléti...
a9043570,David Gray,2007-2018,1,SCO,gb-sco,Hibernian!Stevenage!Pre...
c16a59af,Ethan Finlay,2012-2017,1,USA,us,Columbus Crew!Minnesota ...
e82d654d,Mark Bentley,2003-2012,0,GB-,gb-,Gillingham!Southend Unit...
584d2563,Lee Jin-ho,2007-2013,0,KOR,kr,Ulsan Hyundai FC!Daegu F...
c966fce1,Quique,2014-2018,1,ESP,es,Osasuna!Almería!Racing ...
81628f6d,José Eduardo Granda,2008-2014,0,ECU,ec,Deportivo Cuenca!Técnico...
9e64fc85,Ruben Gabrielsen,2010-2017,1,NOR,no,Molde FK!Lillestrøm SK
ca465bc9,Sam Wood,2008-2018,1,ENG,gb-eng,Eastleigh!Wycombe Wander...
3b8f4d57,Boban Dmitrović,2003-2011,0,SRB,rs,FK Borac Čačak!SK Sturm ...
326d09ef,Nícolas Andrade,2012-2018,1,BRA,br,Hellas Verona!Trapani!V...
3fc4a3b9,Hamilton Pereira,2007-2018,1,URU,uy,Club Atlético Tigre!Club...
9cc1d55d,Dimitrij Nazarov,2012-2018,1,AZE,az,Erzgebirge Aue!Karlsruhe...
8704272f,Jorge Andrade,2002-2008,0,POR,pt,Deportivo La Coruña!Port...
18b28651,José Aguirre,2006-2012,0,ECU,ec,Club Sport Emelec!LDU Lo...
9838d388,Fabrice Fernandes,1999-2008,0,FRA,fr,Southampton!Rennes!FC D...
1ac629b0,Guillermo de los Santos,2010-2017,1,URU,uy,Defensor Sporting!Univer...
b7ac9730,András Horváth,2005-2017,0,HUN,hu,Zalaegerszegi TE!FC Sopr...
a47b3845,Nuno André Coelho,2006-2018,1,POR,pt,Chaves!Braga!Estrela!S...
48d5d83e,Geoffray Toyes,1999-2008,0,FRA,fr,Metz!Mouscron!La Louvière
b3bb9061,Ali Güneş,1999-2009,0,TUR,tr,Fenerbahçe SK!Beşiktaş J...
45954ec7,Marcel Tisserand,2013-2018,1,COD,cd,Wolfsburg!Toulouse!Ingo...
a96324c9,Matías Mier,2006-2015,0,URU,uy,Centro Atlético Fénix!Cl...
73c703e3,Luca Nizzetto,2013-2018,1,ITA,it,Virtus Entella!Trapani!...
b6b0a465,Ionuț Neagu,2008-2018,1,ROU,ro,CS Gaz Metan Mediaș!FC O...
1aca259c,Magnus Andersen,2011-2017,1,NOR,no,Tromsø IL
fd47b4f2,Rodrigo Ely,2012-2018,1,BRA,br,Alavés!Varese!Avellino,...
2f926dd0,Fernando Hierro,1999-2005,0,ESP,es,Real Madrid!Bolton Wanderers
5f14e544,Joakim Sjöhage,2004-2013,0,SWE,se,IF Elfsborg!Trelleborgs ...
e8e96ecf,Jon Taylor,2009-2018,1,ENG,gb-eng,Rotherham United!Shrewsb...
f5d2e64f,John Danby,2003-2014,0,ENG,gb-eng,Chester City!Kidderminst...
9eb44c64,Kamil Drygas,2010-2018,1,POL,pl,Pogoń Szczecin!Zawisza B...
1132a2af,Mariusz Zganiacz,2002-2014,0,POL,pl,Korona Kielce!Odra Wodzi...
cf75da98,Anthony Van Loo,2006-2018,1,BEL,be,Kortrijk!Roeselare!Mechelen
ba8aa529,Paolo Vanoli,1998-2006,0,ITA,it,Fiorentina!Parma!Ranger...
7865d245,Jérôme Alonzo,1999-2010,0,FRA,fr,Paris Saint-Germain!Nant...
69d28a1b,Ergys Kaçe,2010-2018,1,ALB,al,PAOK FC!Panathinaikos FC...
282679b4,Mateusz Klich,2008-2018,1,POL,pl,Utrecht!Leeds United!KS...
7f054317,Grégory Dufer,2003-2012,0,BEL,be,Sint-Truiden!Standard Li...
49d53c68,Daniel Opare,2010-2018,1,GHA,gh,Augsburg!Standard Liège,...
5d668fb7,Rincón,2006-2016,0,BRA,br,Troyes!Piacenza!Ancona,...
7904b44c,Thomas Hinum,2007-2014,0,AUT,at,SV Ried!SK Austria Kärnt...
13dfe2a6,Emiliano Dudar,2001-2012,0,VEN,ar,BSC Young Boys!Club Atlé...
fa1042a6,Ezequiel Rescaldani,2010-2018,1,ARG,ar,Huesca!Club Atlético Vél...
7733e583,Balázs Farkas,2005-2011,0,HUN,hu,Videoton FC
4ec1d67d,Wilson Folleco,2007-2014,0,ECU,ec,Imbabura Sporting Club!M...
9457332a,José Luis Jerez,2005-2018,1,CHI,cl,Defensa y Justicia!Colo-...
4c443cac,Félix Dja Ettien,2001-2008,0,CIV,ci,Levante
885ebb73,Philippe Léonard,1999-2008,0,BEL,be,Standard Liège!Monaco!N...
6b2f1a78,Javier Ros,2008-2018,1,ESP,es,Zaragoza!Mallorca!Real ...
b284f475,Yan Klukowski,2010-2018,1,GB-,gb-,Torquay United!Forest Gr...
3c8d3b93,Magnus Powell,2000-2008,0,SWE,se,Lillestrøm SK!Lyn Fotbal...
491cd5ba,Sebastian Pelzer,2003-2015,0,GER,de,Hansa Rostock!Eintracht ...
270dec9e,Toni Kallio,2003-2011,0,FIN,fi,Molde FK!HJK Helsinki!B...
3a76be86,Magne Simonsen,2006-2015,0,NOR,no,Molde FK!Lyn Fotball
a9a7e37b,Saidi Ntibazonkiza,2006-2016,0,BDI,bi,KS Cracovia!NEC Nijmegen...
62318392,Hideto Suzuki,2001-2009,0,JPN,jp,Júbilo Iwata
c90b2e8f,Jozo Šimunović,2012-2018,1,CRO,hr,Celtic!GNK Dinamo Zagreb
161e26b6,Mark Looms,2005-2013,0,NED,nl,Heracles Almelo!NAC Breda
8b93b1b4,Luciano Balbi,2009-2018,1,ARG,ar,Unión de Santa Fe!Club A...
34b0387f,Lee Jae-sung,2014-2017,1,KOR,kr,Jeonbuk Hyundai Motors FC
3a17c160,Hugo Vélez,2009-2016,0,ECU,ec,Club Deportivo El Naciona...
185990eb,Jose Baxter,2008-2016,0,ENG,gb-eng,Sheffield United!Oldham ...
7e443382,Jesús Roberto Chávez,2006-2018,1,MEX,mx,Tijuana!Puebla!Chiapas,...
4858a4c5,Ivica Vastić,2002-2009,0,AUT,at,FK Austria Wien!LASK Lin...
a8b81747,Ricardo Conceição,2003-2015,0,BRA,br,Associação Atlética Ponte...
5a34dfe5,Matty Pattison,2006-2016,0,RSA,za,Mamelodi Sundowns FC!Gat...
0e7c3590,Thomas Cichon,2000-2011,0,GER,de,Köln!Osnabrück!Rot-Weiß...
da5a981b,Jacopo Sala,2011-2018,1,ITA,it,Sampdoria!Hellas Verona,...
b12c68bf,Marko Jevtović,2012-2018,1,SRB,rs,FK Partizan!FK Novi Paza...
81050b59,Pirouz Ghorbani,2009-2015,0,IRN,ir,Sanat Mes Kerman FC!Rah ...
e5b184e5,Martin Christensen,2004-2017,1,DEN,dk,Helsingborgs IF!Åtvidabe...
c1645aa4,Grégor Aguayo,2007-2012,0,PAR,py,Tacuary
33072e69,Ognjen Ožegović,2012-2018,1,SRB,rs,FK Partizan!FK Čukarički...
75f9df89,Stephan Zwierschitz,2013-2018,1,AUT,at,FC Admira Wacker Mödling
a14dd637,Shun Nagasawa,2007-2017,1,JPN,jp,Gamba Osaka!Roasso Kumam...
24efffbf,Chuli,2011-2018,1,ESP,es,Lugo!Almería!Recreativo...
6892efc4,Ramón,2000-2008,0,ESP,es,Córdoba!Recreativo!Real...
383cadf3,Keijiro Ogawa,2010-2017,1,JPN,jp,Vissel Kobe
4a8a1424,Anders Wikström,2005-2015,0,SWE,se,Gefle IF!IF Elfsborg!IF...
0aebf20f,Radosław Murawski,2012-2018,1,POL,pl,Piast Gliwice!Palermo
8e5ea131,Pablo Melo,2005-2015,0,URU,uy,CA Cerro!Liverpool FC!C...
ca8aa471,Miguel Albiol,2002-2014,0,ESP,es,Real Murcia!Rayo Valleca...
6c87b7de,Darren Young,2000-2014,0,SCO,gb-sco,Dunfermline Athletic!Abe...
e16b80db,Robert Cullen,2004-2013,0,JPN,jp,Júbilo Iwata!VVV-Venlo!...
6d2a54d9,Rajko Lekić,2004-2012,0,DEN,dk,Silkeborg IF!Xerez!New ...
19b54bb6,Djakaridja Koné,2009-2016,0,BFA,bf,FC Dinamo București!Evia...
19680057,Sean Newton,2007-2017,0,ENG,gb-eng,Lincoln City!Wrexham!St...
bdf3492d,Jörg Heinrich,1998-2004,0,GER,de,Borussia Dortmund!Fioren...
fd402cad,Daniel Felgenhauer,2001-2010,0,GER,de,Greuther Fürth!Rot Weiss...
f4c6225f,Ivan Močinić,2011-2017,0,CRO,hr,HNK Rijeka!SK Rapid Wien
6883779a,Joris Delle,2010-2018,1,FRA,fr,NEC Nijmegen!Metz!Cercl...
e311b3f7,Issam Jemâa,2005-2012,0,TUN,tn,Lens!Caen!Brest!Auxerre
d1fea02e,Even Hovland,2011-2017,1,NOR,no,Sogndal Fotball!Nürnberg...
16b6b009,Rodrigo Pimpão,2008-2017,1,BRA,br,Botafogo de Futebol e Reg...
ce30bfc8,Roberto Gagliardini,2013-2018,1,ITA,it,Internazionale!Cesena!V...
746fec7d,Siebe Schrijvers,2012-2018,1,BEL,be,Genk!Waasland-Beveren
19bbf89a,Atanas Zehirov,2009-2018,1,BUL,bg,PFC Cherno More Varna!PF...
4eaed0b1,Jovica Vasilić,2010-2018,1,SRB,rs,FK Borac Čačak!FK Sevojn...
188f6451,Filip Filipov,2009-2018,1,BUL,bg,PFC Botev Plovdiv!PFC Sl...
476ca810,Lillo,2008-2018,1,ESP,es,Osasuna!Eibar!Sporting ...
e60def1a,Markus Bollmann,2005-2014,0,GER,de,Arminia Bielefeld!MSV Du...
e0a2065d,Zé António,2002-2011,0,POR,pt,Académica!Borussia Mönch...
d2371d3a,Dan Alexa,2006-2012,0,ROU,ro,FC Politehnica Timișoara,...
e232d16d,Jonas Lundén,2001-2011,0,SWE,se,GAIS!IF Elfsborg!IFK Gö...
cbccacd4,Frédéric Née,1999-2005,0,FRA,fr,Bastia!Lyon
86eeca16,Nagore,2010-2017,0,ESP,es,Alcorcón!Huesca!Levante
3e7893e0,Frank Sanfilippo,2004-2016,0,USA,us,Tampa Bay Rowdies!Roches...
339b08d5,Abraham Gneki Guié,2006-2018,1,CIV,ci,Orléans!Budapest Honvéd ...
2d11b9fa,AJ Leitch-Smith,2009-2018,1,ENG,gb-eng,Dundee!Crewe Alexandra!...
ef2c82f8,Edison Flores,2011-2018,1,PER,pe,AaB Fodbold!Club Univers...
8cd0120b,Scott Minto,1994-2006,0,ENG,gb-eng,Chelsea!Rotherham United...
1ed9a0ce,Thulasizwe Mbuyane,2007-2014,0,RSA,za,Orlando Pirates!Free Sta...
e665e45f,Ryan Dow,2009-2018,1,SCO,gb-sco,Ross County!Dundee United
ad1020da,Paolo Grossi,2009-2016,0,ITA,it,AlbinoLeffe!Brescia!Vir...
885b7fa4,Sainey Nyassi,2007-2017,1,GAM,gm,FC Edmonton!New England ...
ea140a66,Sebastián Cejas,2001-2010,0,ARG,ar,Fiorentina!Ascoli!Colo-...
00cab139,Sito Riera,2008-2018,1,ESP,es,Śląsk Wrocław!Panionios ...
9b87b0bb,Dany Aguilar,2008-2014,0,COL,co,Deportivo Cali!Deportes ...
1c79aee4,Caetano Calil,2005-2014,0,BRA,br,Crotone!Frosinone!Vares...
891016f1,Zhang Chengdong,2009-2017,1,CHN,cn,Hebei China Fortune FC!B...
9963c4ab,Rodrigo Cuba,2012-2017,1,PER,pe,Deportivo Municipal!Juan...
393b3643,Ángel Enciso,2007-2015,0,PAR,py,Sportivo Luqueño!Club So...
8efce18d,Jairo Palomino,2010-2017,0,COL,co,Atlético Nacional!Al-Ahl...
ce9a9c38,Santiago Ladino,2001-2014,0,ARG,ar,Club Atlético Vélez Sarsf...
f1d98960,Jonathan Jäger,2000-2011,0,FRA,fr,Freiburg!Metz!Saarbrücken
6bf6ddf6,Édgar Zaracho,2010-2017,1,PAR,py,Club General Díaz!Club S...
86f5a1f0,Hassan Jafari,2009-2017,0,IRN,ir,Malavan FC!Sepahan FC!P...
70e73831,Rocco Sabato,2002-2011,0,ITA,it,Catania!Triestina!Cesen...
3d214e5f,Marco Bizot,2011-2018,1,NED,nl,AZ Alkmaar!Genk!Groning...
85b8988f,Song Chong-gug,2002-2011,0,KOR,kr,Suwon Samsung Bluewings!...
a3a1198a,Bruno Cortez,2011-2017,1,BRA,br,Grêmio!Albirex Niigata!...
198bcb57,Fredrik Semb Berge,2011-2017,1,NOR,no,Odds BK!Molde FK!Brøndb...
04548293,Andrew Redmayne,2008-2018,1,AUS,au,Sydney FC!Melbourne City...
3b333ac3,Hans Hateboer,2013-2018,1,NED,nl,Atalanta!Groningen
0061247c,Walter Gaitán,2000-2012,0,ARG,ar,UANL!Boca Juniors!Necax...
914ab9a1,Christian Kabasele,2010-2018,1,BEL,be,Watford!Genk!PFC Ludogo...
7040cf47,Marlon Broomes,1998-2011,0,ENG,gb-eng,Preston North End!Stoke ...
57ca4858,Sajjad Moshkelpour,2010-2018,1,IRN,ir,Paykan FC!Saipa FC!Sana...
c3655878,Adil Hermach,2007-2016,0,MAR,ma,Lens!Al-Hilal FC!Roesel...
68f0e41c,Park Kang-jo,2003-2012,0,KOR,kr,Vissel Kobe
2cf17c90,José Amavisca,1999-2005,0,ESP,es,Racing Santander!Deporti...
17c07035,Albert van der Haar,2002-2011,0,NED,nl,Zwolle!Willem II
3e5cf6c4,Martial Robin,2002-2012,0,FRA,fr,Ajaccio!Grenoble!Istres
2b79305d,Diego Quintana,2001-2011,0,ARG,ar,Skoda Xanthi FC!Real Mur...
296b61a3,Drago Gabrić,2007-2015,0,CRO,hr,HNK Hajduk Split!Trabzon...
21973c69,Breyner Bonilla,2008-2016,0,COL,co,Deportes Tolima!Atlético...
e6c6988d,Manu,2005-2017,0,ESP,es,Alcorcón!Recreativo!Ala...
7eb32f37,Franz Burgmeier,2005-2017,0,LIE,li,FC Vaduz!Darlington!FC ...
93affd76,Liam Palmer,2010-2018,1,SCO,gb-sco,Sheffield Wednesday!Tran...
519e69b7,Santiago Raymonda,2004-2011,0,ARG,ar,Arsenal de Sarandí!Insti...
84da0c31,Xu Liang,2009-2014,0,CHN,cn,Beijing Guoan FC!Shangha...
7bb4a39e,Thiago Quirino,2003-2016,0,BRA,br,Consadole Sapporo!Djurgå...
a7951ff3,Leandro González,2004-2017,0,ARG,ar,Estudiantes de La Plata!...
89eb3e9c,Jonas Lindberg,2010-2017,1,SWE,se,Sarpsborg 08 FF!Ljungski...
a7f25b3c,Nathan Doyle,2003-2016,0,ENG,gb-eng,Bradford City!Barnsley!...
858a34b8,Jung Woo-young,2011-2017,1,KOR,kr,Chongqing Lifan FC!Visse...
6dc25a5d,Moon Sang-yun,2012-2017,1,KOR,kr,Jeju United FC!Incheon U...
b5077003,Alfredo Ortuño,2008-2017,0,ESP,es,Cádiz!Albacete!Zaragoza...
16ed793e,Jan Frederiksen,2002-2013,0,DEN,dk,Randers FC!Brøndby IF!H...
